col_id,col_name,col_group,col_group_id,group_col_id,col_area,project_id,refs,max_thick,max_min_thick,min_min_thick,b_age,t_age,b_int_name,t_int_name,pbdb_collections,lith,environ,econ,t_units,t_sections
479,"Canyon and Pavant Ranges, Utah",GB,4,25,12416.5,1,1,300,300,0,438.5,427.4,Telychian,Wenlock,1,dolomite carbonate sedimentary  ~ 1,inferred marine  marine  ~ 1,,1,1
387,Southeastern Connecticut,NE,11,20,7427.7,1,1,800,550,250,449,408.4,Richmondian,Siegenian,0,gneiss metamorphic metamorphic  ~ 0.0833|schist metamorphic metamorphic  ~ 0.8541|quartzite metasedimentary metamorphic  ~ 0.0625,,,2,1
452,Nashville Dome Area - Central Tennessee,MBA,6,27,12938.9,1,1,89,89,0,440.8,423,Aeronian,Ludlow,18,silt siliciclastic sedimentary  ~ 0.0556|shale siliciclastic sedimentary  ~ 0.1402|conglomerate siliciclastic sedimentary  ~ 0.0079|mixed carbonate-siliciclastic carbonate sedimentary  ~ 0.0688|carbonate carbonate sedimentary  ~ 0.3995|limestone carbonate sedimentary  ~ 0.2963|chert chemical sedimentary  ~ 0.0238|ironstone chemical sedimentary  ~ 0.0079,inferred marine  marine  ~ 1,,9,3
301,South-central Pennsylvania,NAP,9,18,12043.8,1,1,1454,843,784,443.8,416.4,Rhuddanian,Gedinnian,2,claystone siliciclastic sedimentary  ~ 0.0992|mudstone siliciclastic sedimentary  ~ 0.0076|shale siliciclastic sedimentary  ~ 0.2756|siltstone siliciclastic sedimentary  ~ 0.1086|sandstone siliciclastic sedimentary  ~ 0.2373|limestone carbonate sedimentary  ~ 0.2479|chert chemical sedimentary  ~ 0.0238,marine  marine  ~ 0.1667|fluvial indet. fluvial non-marine  ~ 0.0833|inferred marine  marine  ~ 0.75,,12,1
759,Boothia Peninsula,I,21,12,49983.8,1,2,250,180,180,470,419.2,Whiterock,Cayugan,0,carbonate carbonate sedimentary  ~ 1,inferred marine  marine  ~ 1,,2,1
374,Southwestern Connecticut,NE,11,7,11509,1,1,2100,2100,0,438.5,410,Telychian,Siegenian,0,siltstone siliciclastic sedimentary  ~ 0.0278|greywacke siliciclastic sedimentary  ~ 0.0278|phyllite metasedimentary metamorphic  ~ 0.1389|schist metamorphic metamorphic  ~ 0.4722|quartzite metasedimentary metamorphic  ~ 0.3333,inferred marine  marine  ~ 1,,3,1
186,"Grant County, Wisconsin",NMC,12,15,24422.7,1,1,90,56,6,443.8,419.2,Alexandrian,Pridoli,17,dolomite carbonate sedimentary  ~ 1,inferred marine  marine  ~ 1,,3,2
38,"Montgomery and Roanoke Counties, Virginia: West of Pulaski Fault",SAP,17,26,2427,1,1,145,145,0,443.8,424.1,Rhuddanian,Ludlow,0,shale siliciclastic sedimentary  ~ 0.0556|sandstone siliciclastic sedimentary  ~ 0.9444,inferred marine  marine  ~ 1,,3,1
1492,Adams Lake,Sheet 3: Canadian Cordillera,40,77,22186.1,1,10,1200,1200,1200,518.5,355.85,Early Cambrian,Tournaisian,0,conglomerate siliciclastic sedimentary  ~ 0.25|limestone carbonate sedimentary  ~ 0.05|basalt volcanic igneous  ~ 0.5|phyllite metasedimentary metamorphic  ~ 0.05|schist metamorphic metamorphic  ~ 0.05|quartzite metasedimentary metamorphic  ~ 0.05|greenstone metamorphic metamorphic  ~ 0.05,inferred marine  marine  ~ 1,,2,1
1548,"Central Ellesmere Island, Copes Bay-Carl Ritter Bay",Sheet 2: Canadian Arctic,42,48,23512.9,1,11,670,670,670,443.05,408.4,Rhuddanian,Siegenian,0,shale siliciclastic sedimentary  ~ 0.3333|limestone carbonate sedimentary  ~ 0.3333|dolomite carbonate sedimentary  ~ 0.3333,inferred marine  marine  ~ 1,,3,1
1425,Sabinas Basin,Mexico,35,9,31486,1,9,0,0,0,454.2,349.975,Ordovician,Mississippian,0,phyllite metasedimentary metamorphic  ~ 0.5|schist metamorphic metamorphic  ~ 0.5,,,1,1
1527,"Devon Island,Grinnel Peninsula",Sheet 1: Canadian Arctic,41,27,23129.6,1,11,1320,1320,1320,443.8,417.1,Rhuddanian,Gedinnian,6,shale siliciclastic sedimentary  ~ 0.2083|limestone carbonate sedimentary  ~ 0.2917|dolomite carbonate sedimentary  ~ 0.5,inferred marine  marine  ~ 1,,4,2
1640,"Spray River, Connor Lake",Sheet 2: Prairie Provinces and British Columbia,45,55,14987.8,1,12,50,50,50,449,441.2,Richmondian,Llandovery,0,dolomite carbonate sedimentary  ~ 1,inferred marine  marine  ~ 1,,1,1
1453,N. Carmacks,Sheet 1: Canadian Cordillera,36,20,23979.6,1,10,1875,1875,0,618.25,380.075,Hadrynian,Frasnian,0,basalt volcanic igneous  ~ 0.125|mylonite metamorphic metamorphic  ~ 0.125|slate metasedimentary metamorphic  ~ 0.625|schist metamorphic metamorphic  ~ 0.125,,,1,1
635,Mt. Albert,II,22,32,36475.4,1,2,2012,2012,0,435.1,417.1,Telychian,Gedinnian,0,shale siliciclastic sedimentary  ~ 0.375|siltstone siliciclastic sedimentary  ~ 0.125|limestone carbonate sedimentary  ~ 0.25|quartzite metasedimentary metamorphic  ~ 0.25,inferred marine  marine  ~ 1,,4,1
1471,"Nelson (W), S. Kootenay Arc",Sheet 2: Canadian Cordillera,37,38,21701.3,1,10,0,0,0,426.3,290.1,Ludlow,Sakmarian,0,limestone carbonate sedimentary  ~ 0.0357|chert chemical sedimentary  ~ 0.0357|granodiorite plutonic igneous  ~ 0.1923|diorite plutonic igneous  ~ 0.1923|gneiss metamorphic metamorphic  ~ 0.0384|slate metasedimentary metamorphic  ~ 0.1785|phyllite metasedimentary metamorphic  ~ 0.0357|schist metamorphic metamorphic  ~ 0.0384|amphibolite metamorphic metamorphic  ~ 0.0384|greenstone metamorphic metamorphic  ~ 0.0357|argillite siliciclastic sedimentary  ~ 0.1785,inferred marine  marine  ~ 1,,2,2
1725,Column B,Atacama Basin,57,2,38672.1,8,39,0,0,0,541,201.3,Paleozoic,Triassic,0,igneous igneous igneous  ~ 1,,,1,1
602,West Side White Bay,II,22,58,5775.6,1,2,5607,5607,0,438.5,428.9,Telychian,Wenlock,0,shale siliciclastic sedimentary  ~ 0.2222|sandstone siliciclastic sedimentary  ~ 0.0952|arkose siliciclastic sedimentary  ~ 0.0555|conglomerate siliciclastic sedimentary  ~ 0.2064|limestone carbonate sedimentary  ~ 0.0079|volcanic volcanic igneous  ~ 0.246|igneous igneous igneous  ~ 0.1667,inferred marine  marine  ~ 1,,6,1
1513,"Southern Ellesmere Island, southwest",Sheet 1: Canadian Arctic,41,13,11715.9,1,11,1190,1190,1190,443.05,408.4,Rhuddanian,Siegenian,0,shale siliciclastic sedimentary  ~ 0.1667|limestone carbonate sedimentary  ~ 0.2333|dolomite carbonate sedimentary  ~ 0.6,inferred marine  marine  ~ 1,,5,2
156,"Garrett County, Maryland",NAP,9,12,5805,1,1,1051,1045,3,443.8,410.8,Rhuddanian,Gedinnian,25,shale siliciclastic sedimentary  ~ 0.2583|siltstone siliciclastic sedimentary  ~ 0.05|sandstone siliciclastic sedimentary  ~ 0.425|limestone carbonate sedimentary  ~ 0.2167|chert chemical sedimentary  ~ 0.05,inferred marine  marine  ~ 1,,10,1
105,"Perry County, Missouri",MC,7,23,31310.5,1,1,116,15,15,440.8,419.2,Aeronian,Cayugan,7,limestone carbonate sedimentary  ~ 0.9166|chert chemical sedimentary  ~ 0.0833,marine  marine  ~ 0.5|inferred marine  marine  ~ 0.5,,2,2
1684,Column B,Parana Basin,48,2,44766.1,8,29,38,38,38,443.05,434.0375,Rhuddanian,Telychian,0,mudstone siliciclastic sedimentary  ~ 0.4167|siltstone siliciclastic sedimentary  ~ 0.1288|sandstone siliciclastic sedimentary  ~ 0.2273|quartz arenite siliciclastic sedimentary  ~ 0.2273,foreshore siliciclastic marine  ~ 0.3333|shoreface siliciclastic marine  ~ 0.3333|marine  marine  ~ 0.3333,,2,1
1577,NW of Piper Pass,Sheet 3: Canadian Arctic,43,77,3794.8,1,11,0,0,0,433.4,423.7333,Wenlock,Ludlow,0,shale siliciclastic sedimentary  ~ 0.0833|siltstone siliciclastic sedimentary  ~ 0.4167|sandstone siliciclastic sedimentary  ~ 0.0833|limestone carbonate sedimentary  ~ 0.4167,inferred marine  marine  ~ 1,,2,2
576,Southern Hudson Bay,II,22,2,143232.8,1,2,578,578,0,437.225,417.1,Telychian,Gedinnian,2,shale siliciclastic sedimentary  ~ 0.0595|siltstone siliciclastic sedimentary  ~ 0.0595|limestone carbonate sedimentary  ~ 0.375|dolomite carbonate sedimentary  ~ 0.3869|gypsum evaporite sedimentary  ~ 0.0595|anhydrite evaporite sedimentary  ~ 0.0595,reef carbonate marine  ~ 0.25|inferred marine  marine  ~ 0.75,,4,2
8,"Western Valley & Ridge, Southern Segment, Alabama",SAP,17,7,4714.3,1,1,150,60,60,440.8,426.3,Aeronian,Ludlow,0,shale siliciclastic sedimentary  ~ 0.1429|siltstone siliciclastic sedimentary  ~ 0.1429|sandstone siliciclastic sedimentary  ~ 0.7143,inferred marine  marine  ~ 1,,1,1
223,Eagle/Pinto Mountains,SCA,18,22,10640.5,1,1,915,120,120,436,407.6,Llandovery,Siegenian,0,gypsum evaporite sedimentary  ~ 0.125|schist metamorphic metamorphic  ~ 0.125|quartzite metasedimentary metamorphic  ~ 0.125|marble metasedimentary metamorphic  ~ 0.625,marine  marine  ~ 1,,1,1
1489,Toad River,Sheet 3: Canadian Cordillera,40,71,22676.2,1,10,1050,1050,1050,436,410,Llandovery,Pragian,0,dolomite carbonate sedimentary  ~ 0.9167|chert chemical sedimentary  ~ 0.0416|quartzite metasedimentary metamorphic  ~ 0.0416,inferred marine  marine  ~ 1,,2,2
87,"Sarpy County, Nebraska",MC,7,10,10281.9,1,1,91,30,30,440.8,433.4,Aeronian,Telychian,0,dolomite carbonate sedimentary  ~ 0.8333|chert chemical sedimentary  ~ 0.1667,inferred marine  marine  ~ 1,,1,1
1508,"Somerset Island, east",Sheet 1: Canadian Arctic,41,8,78062.8,1,11,1760,1760,1760,443.05,423,Rhuddanian,Ludlow,4,limestone carbonate sedimentary  ~ 0.2|dolomite carbonate sedimentary  ~ 0.7667|anhydrite evaporite sedimentary  ~ 0.0333,inferred marine  marine  ~ 1,,5,1
460,Milligan-wood River-copper Basin Allochthons Central Idaho,GB,4,6,17561.1,1,1,440,440,0,475.775,413.11,Arenigian,Gedinnian,1,shale siliciclastic sedimentary  ~ 0.4167|siltstone siliciclastic sedimentary  ~ 0.0833|limestone carbonate sedimentary  ~ 0.4167|quartzite metasedimentary metamorphic  ~ 0.0833,inferred marine  marine  ~ 1,,2,2
1586,"Southampton, Coats, Mansel Islands","Sheet 3: so. Prairie Prov., Hudson/St.Lawrence Platform",46,67,182123.7,1,12,383,383,293,441.55,426.3,Rhuddanian,Ludlow,0,shale siliciclastic sedimentary  ~ 0.067|limestone carbonate sedimentary  ~ 0.2441|dolomite carbonate sedimentary  ~ 0.6265|halite evaporite sedimentary  ~ 0.0313|anhydrite evaporite sedimentary  ~ 0.0313,inferred marine  marine  ~ 1,,4,1
1612,"Maple Creek, Swift Current","Sheet 3: so. Prairie Prov., Hudson/St.Lawrence Platform",46,64,48793.9,1,12,30,30,30,441.2,436,Llandovery,Llandovery,0,dolomite carbonate sedimentary  ~ 1,marine  marine  ~ 1,,1,1
768,"Thompson, Moak Lake",I,21,21,94825.1,1,2,0,0,0,443.8,423,Llandovery,Ludlow,0,carbonate carbonate sedimentary  ~ 1,inferred marine  marine  ~ 1,,1,1
303,Northeastern Ohio,NAP,9,20,18499.4,1,1,398,335,43,443.05,419.2,Rhuddanian,Cayugan,0,shale siliciclastic sedimentary  ~ 0.0626|sandstone siliciclastic sedimentary  ~ 0.1873|limestone carbonate sedimentary  ~ 0.173|dolomite carbonate sedimentary  ~ 0.4861|halite evaporite sedimentary  ~ 0.0909,inferred marine  marine  ~ 1,,5,1
1722,Column D,Parnaiba Basin,56,4,168962.6,8,38,915,915,0,453,404.025,Katian,Emsian,0,claystone siliciclastic sedimentary  ~ 0.0476|mudstone siliciclastic sedimentary  ~ 0.2381|shale siliciclastic sedimentary  ~ 0.0476|sandstone siliciclastic sedimentary  ~ 0.5714|conglomerate siliciclastic sedimentary  ~ 0.0476|diamictite siliciclastic sedimentary  ~ 0.0476,offshore indet. carbonate marine  ~ 0.1667|marine  marine  ~ 0.1667|fluvial indet. fluvial non-marine  ~ 0.3333|fluvial braided fluvial non-marine  ~ 0.1667|glacial indet. glacial non-marine  ~ 0.1667,,3,1
1526,"Cornwallis Island, south",Sheet 1: Canadian Arctic,41,26,10563.1,1,11,3290,3290,3290,443.05,417.1,Rhuddanian,Gedinnian,11,shale siliciclastic sedimentary  ~ 0.2|sandstone siliciclastic sedimentary  ~ 0.0333|limestone carbonate sedimentary  ~ 0.3333|dolomite carbonate sedimentary  ~ 0.4333,inferred marine  marine  ~ 1,,5,1
1507,Somerset Island,Sheet 1: Canadian Arctic,41,7,13336.3,1,11,1960,1960,1960,443.05,419.2,Rhuddanian,Pridoli,17,shale siliciclastic sedimentary  ~ 0.025|sandstone siliciclastic sedimentary  ~ 0.2917|conglomerate siliciclastic sedimentary  ~ 0.0333|limestone carbonate sedimentary  ~ 0.225|dolomite carbonate sedimentary  ~ 0.425,marine  marine  ~ 0.2|inferred marine  marine  ~ 0.8,,5,1
1592,central James Bay lowland,"Sheet 3: so. Prairie Prov., Hudson/St.Lawrence Platform",46,73,46341.3,1,12,225,225,225,441.55,410.8,Rhuddanian,Gedinnian,0,shale siliciclastic sedimentary  ~ 0.0847|siltstone siliciclastic sedimentary  ~ 0.037|sandstone siliciclastic sedimentary  ~ 0.0476|limestone carbonate sedimentary  ~ 0.2857|dolomite carbonate sedimentary  ~ 0.4709|halite evaporite sedimentary  ~ 0.037|anhydrite evaporite sedimentary  ~ 0.037,inferred marine  marine  ~ 1,,3,1
404,"Alaska Peninsula, Wide Bay to Cape Douglas",SAL,16,12,56209,1,1,300,300,0,443.8,387.7,Alexandrian,Eifelian,0,limestone carbonate sedimentary  ~ 1,inferred marine  marine  ~ 1,,1,1
640,"Bay of Chaleur, Northern New Brunswick",II,22,35,17314.5,1,2,1951,1555,366,435.1,412.9,Telychian,Gedinnian,0,sandstone siliciclastic sedimentary  ~ 0.1534|conglomerate siliciclastic sedimentary  ~ 0.1534|limestone carbonate sedimentary  ~ 0.0307|volcaniclastic siliciclastic sedimentary  ~ 0.0182|volcanic volcanic igneous  ~ 0.3818|slate metasedimentary metamorphic  ~ 0.1|argillite siliciclastic sedimentary  ~ 0.1625,inferred marine  marine  ~ 1,,5,2
383,Northeastern Maine,NE,11,16,12427.1,1,1,9690,8570,1230,450.25,413.95,Edenian,Gedinnian,1,shale siliciclastic sedimentary  ~ 0.25|siltstone siliciclastic sedimentary  ~ 0.0313|sandstone siliciclastic sedimentary  ~ 0.0179|greywacke siliciclastic sedimentary  ~ 0.2269|conglomerate siliciclastic sedimentary  ~ 0.0179|limestone carbonate sedimentary  ~ 0.2083|slate metasedimentary metamorphic  ~ 0.2478,marine  marine  ~ 0.5714|inferred marine  marine  ~ 0.4286,,8,1
75,Texas Panhandle,SSMC,19,28,23792.7,1,1,300,55,55,443.8,419.2,Llandovery,Pridoli,0,silt siliciclastic sedimentary  ~ 0.0714|limestone carbonate sedimentary  ~ 0.4405|dolomite carbonate sedimentary  ~ 0.4881,inferred marine  marine  ~ 1,,2,1
1655,Kandik River,"Sheet 1: Northwest, Yukon Territories",44,10,16862.9,1,12,10,10,10,448.05,431.9,Richmondian,Wenlock,8,shale siliciclastic sedimentary  ~ 0.1667|chert chemical sedimentary  ~ 0.8333,inferred marine  marine  ~ 1,,1,1
818,"Botwood, Newfoundland",II,22,60.01,8890.3,1,2,6553,5029,305,450,428.09,Maysvillian,Wenlock,0,shale siliciclastic sedimentary  ~ 0.05|siltstone siliciclastic sedimentary  ~ 0.1125|sandstone siliciclastic sedimentary  ~ 0.3|greywacke siliciclastic sedimentary  ~ 0.1042|conglomerate siliciclastic sedimentary  ~ 0.1125|chert chemical sedimentary  ~ 0.05|volcanic volcanic igneous  ~ 0.2083|slate metasedimentary metamorphic  ~ 0.0625,inferred marine  marine  ~ 1,,4,1
273,Hub Mountain,NAL,8,20,32916.6,1,1,565,565,0,428.9,379.925,Wenlock,Fingerlakesian,14,limestone carbonate sedimentary  ~ 0.3333|dolomite carbonate sedimentary  ~ 0.25|phyllite metasedimentary metamorphic  ~ 0.4167,marine  marine  ~ 0.5|inferred marine  marine  ~ 0.5,,2,1
248,Bowman Lake,NCA,10,15,9100.1,1,1,4000,4000,0,471.925,419.2,Arenigian,Pridoli,0,sandstone siliciclastic sedimentary  ~ 0.2|limestone carbonate sedimentary  ~ 0.2|chert chemical sedimentary  ~ 0.2|basalt volcanic igneous  ~ 0.2|slate metasedimentary metamorphic  ~ 0.2,inferred marine  marine  ~ 1,gold mineral precious commodity  ~ 1,1,1
45,"Dunkard Basin, West Virginia",NAP,9,8,10997.3,1,1,861,495,370,443.8,419.2,Rhuddanian,Cayugan,0,shale siliciclastic sedimentary  ~ 0.1429|sandstone siliciclastic sedimentary  ~ 0.2024|carbonate carbonate sedimentary  ~ 0.1429|limestone carbonate sedimentary  ~ 0.1071|dolomite carbonate sedimentary  ~ 0.1905|evaporite evaporite sedimentary  ~ 0.2143,inferred marine  marine  ~ 1,gas indet. hydrocarbon energy  ~ 1,14,1
1673,Kotaneelee and Liard Ranges,"Sheet 1: Northwest, Yukon Territories",44,28,28230.9,1,12,500,500,500,450,405.2166,Maysvillian,Emsian,0,sandstone siliciclastic sedimentary  ~ 0.0833|dolomite carbonate sedimentary  ~ 0.9166,inferred marine  marine  ~ 1,,2,2
1523,"Bathurst Island, west and central",Sheet 1: Canadian Arctic,41,23,30632.9,1,11,1010,1010,1010,449.25,419.2,Maysvillian,Cayugan,0,shale siliciclastic sedimentary  ~ 0.4545|siltstone siliciclastic sedimentary  ~ 0.4545|limestone carbonate sedimentary  ~ 0.0909,inferred marine  marine  ~ 1,,1,1
236,Yreka,NCA,10,5,12796.9,1,1,6620,6620,0,477.7,387.7,Arenigian,Eifelian,8,shale siliciclastic sedimentary  ~ 0.1923|sandstone siliciclastic sedimentary  ~ 0.1923|conglomerate siliciclastic sedimentary  ~ 0.0384|limestone carbonate sedimentary  ~ 0.0384|chert chemical sedimentary  ~ 0.0384|phyllite metasedimentary metamorphic  ~ 0.5,marine  marine  ~ 1,,2,1
317,Northern Kuskokwim Mountains,SAL,16,2,46640.7,1,1,2500,2000,1000,439.825,379,Alexandrian,Fingerlakesian,0,shale siliciclastic sedimentary  ~ 0.0833|limestone carbonate sedimentary  ~ 0.8333|dolomite carbonate sedimentary  ~ 0.0833,marine  marine  ~ 0.5|inferred marine  marine  ~ 0.5,,2,2
1741,Column A,Oriente Basin,63,1,128858.2,8,50,300,300,0,423,407.6,Pridoli,Pragian,0,sandstone siliciclastic sedimentary  ~ 1,marine  marine  ~ 0.5|fluvial indet. fluvial non-marine  ~ 0.5,,1,1
397,Yukon River Ot White Mountain,NAL,8,27,31068.7,1,1,1200,2668,2068,454.5,383.95,Shermanian,Givetian,6,shale siliciclastic sedimentary  ~ 0.0238|limestone carbonate sedimentary  ~ 0.1411|dolomite carbonate sedimentary  ~ 0.1361|chert chemical sedimentary  ~ 0.1497|diorite plutonic igneous  ~ 0.119|gabbro plutonic igneous  ~ 0.0238|basalt volcanic igneous  ~ 0.0595|tuff volcanic igneous  ~ 0.0714|slate metasedimentary metamorphic  ~ 0.0102|phyllite metasedimentary metamorphic  ~ 0.051|quartzite metasedimentary metamorphic  ~ 0.051|greenstone metamorphic metamorphic  ~ 0.0204|serpentinite metamorphic metamorphic  ~ 0.1429,marine  marine  ~ 0.2|inferred marine  marine  ~ 0.8,,7,3
380,Western New Hampshire,NE,11,13,8553.9,1,1,4304,2154,2100,450.25,413.6,Edenian,Gedinnian,2,conglomerate siliciclastic sedimentary  ~ 0.0357|granite plutonic igneous  ~ 0.2083|diorite plutonic igneous  ~ 0.0417|metamorphic metamorphic metamorphic  ~ 0.0833|gneiss metamorphic metamorphic  ~ 0.106|slate metasedimentary metamorphic  ~ 0.0227|schist metamorphic metamorphic  ~ 0.1363|quartzite metasedimentary metamorphic  ~ 0.2597|marble metasedimentary metamorphic  ~ 0.0833|granulite metamorphic metamorphic  ~ 0.0227,marine  marine  ~ 1,,4,2
444,Illinois Basin-western Kentucky - North of Rough Creek Fault,MBA,6,19,9361.4,1,1,306,242,62,440.8,419.2,Aeronian,Cayugan,0,shale siliciclastic sedimentary  ~ 0.1945|siltstone siliciclastic sedimentary  ~ 0.0258|limestone carbonate sedimentary  ~ 0.6529|dolomite carbonate sedimentary  ~ 0.0934|chert chemical sedimentary  ~ 0.0334,inferred marine  marine  ~ 1,,12,2
344,Cavalier County Northeast Edge,NRW,13,21,30734.2,1,1,50,50,0,446.15,431.9,Richmondian,Wenlock,0,limestone carbonate sedimentary  ~ 0.8333|dolomite carbonate sedimentary  ~ 0.1667,inferred marine  marine  ~ 1,gas indet. hydrocarbon energy  ~ 0.3333|oil indet. hydrocarbon energy  ~ 0.6667,2,1
598,Lake Aylmer-Gould,II,22,19,4085.2,1,2,610,610,0,427.4,412.228,Ludlow,Gedinnian,0,conglomerate siliciclastic sedimentary  ~ 0.1563|limestone carbonate sedimentary  ~ 0.25|dolomite carbonate sedimentary  ~ 0.0313|slate metasedimentary metamorphic  ~ 0.4063|quartzite metasedimentary metamorphic  ~ 0.1563,inferred marine  marine  ~ 1,,2,1
2,"Madison Co, Alabama",SAP,17,1,6342.7,1,1,16,16,0,439.075,437.225,Aeronian,Telychian,0,shale siliciclastic sedimentary  ~ 0.5384|sandstone siliciclastic sedimentary  ~ 0.0384|limestone carbonate sedimentary  ~ 0.3845|chert chemical sedimentary  ~ 0.0384,inferred marine  marine  ~ 1,,2,1
235,West of Mccloud River,NCA,10,4,3938.9,1,1,1130,1130,0,420.15,412.9,Pridoli,Gedinnian,0,breccia siliciclastic sedimentary  ~ 0.8333|tuff volcanic igneous  ~ 0.1667,inferred marine  marine  ~ 1,,1,1
600,"Springdale, Newfoundland",II,22,60,7412.3,1,2,3048,3048,0,435.1,427.4,Telychian,Wenlock,0,sandstone siliciclastic sedimentary  ~ 0.5|conglomerate siliciclastic sedimentary  ~ 0.5,marine  marine  ~ 0.3333|inferred marine  marine  ~ 0.6667,,3,1
775,"Cross, Gods Lakes",I,21,28,63758.2,1,2,0,0,0,443.8,423,Llandovery,Ludlow,0,carbonate carbonate sedimentary  ~ 1,inferred marine  marine  ~ 1,,1,1
325,"White Knob Mountains, Lost River and Lemhi Range, Central Idaho",NRW,13,2,25035,1,1,1156,1156,0,432.4,420.53,Wenlock,Pridoli,0,siltstone siliciclastic sedimentary  ~ 0.0714|dolomite carbonate sedimentary  ~ 0.8572|quartzite metasedimentary metamorphic  ~ 0.0714,marine  marine  ~ 1,,2,1
16,"Valley & Ridge, Tennessee",SAP,17,13,2823.7,1,1,632,449,167,443.8,422.05,Rhuddanian,Pridoli,1,shale siliciclastic sedimentary  ~ 0.1542|siltstone siliciclastic sedimentary  ~ 0.1437|sandstone siliciclastic sedimentary  ~ 0.3124|limestone carbonate sedimentary  ~ 0.1714|dolomite carbonate sedimentary  ~ 0.1952|ironstone chemical sedimentary  ~ 0.023,marine  marine  ~ 0.2|inferred marine  marine  ~ 0.8,,5,1
6,"Western Valley & Ridge, Northern Segment, Alabama",SAP,17,5,3861.6,1,1,180,120,120,440.8,426.3,Aeronian,Ludlow,0,shale siliciclastic sedimentary  ~ 0.1667|sandstone siliciclastic sedimentary  ~ 0.8333,inferred marine  marine  ~ 1,,1,1
393,Seward Peninsula,NAL,8,23,132273.5,1,1,0,2000,2000,517.75,357.05,Early Cambrian,Kinderhookian,0,limestone carbonate sedimentary  ~ 0.3333|dolomite carbonate sedimentary  ~ 0.3333|chert chemical sedimentary  ~ 0.0833|schist metamorphic metamorphic  ~ 0.1786|quartzite metasedimentary metamorphic  ~ 0.0357|marble metasedimentary metamorphic  ~ 0.0357,inferred marine  marine  ~ 1,,4,2
1525,"Cornwallis Island, north",Sheet 1: Canadian Arctic,41,25,13694.2,1,11,2940,2940,2940,449.25,417.1,Maysvillian,Gedinnian,76,shale siliciclastic sedimentary  ~ 0.1429|siltstone siliciclastic sedimentary  ~ 0.7143|limestone carbonate sedimentary  ~ 0.1429,inferred marine  marine  ~ 1,,1,1
1582,"Southern Peary Land,Independence Fiord",Sheet 3: Canadian Arctic,43,82,35698.7,1,11,1565,1285,1285,446.15,428.4,Richmondian,Wenlock,0,shale siliciclastic sedimentary  ~ 0.1389|siltstone siliciclastic sedimentary  ~ 0.0556|sandstone siliciclastic sedimentary  ~ 0.1389|boundstone carbonate sedimentary  ~ 0.0278|limestone carbonate sedimentary  ~ 0.4722|dolomite carbonate sedimentary  ~ 0.1667,reef carbonate marine  ~ 0.1667|inferred marine  marine  ~ 0.8333,,6,1
1720,Column B,Parnaiba Basin,56,2,115035.1,8,38,915,915,0,453,404.025,Katian,Emsian,0,claystone siliciclastic sedimentary  ~ 0.0476|mudstone siliciclastic sedimentary  ~ 0.2381|shale siliciclastic sedimentary  ~ 0.0476|sandstone siliciclastic sedimentary  ~ 0.5714|conglomerate siliciclastic sedimentary  ~ 0.0476|diamictite siliciclastic sedimentary  ~ 0.0476,offshore indet. carbonate marine  ~ 0.1667|marine  marine  ~ 0.1667|fluvial indet. fluvial non-marine  ~ 0.1667|fluvial braided fluvial non-marine  ~ 0.3333|glacial indet. glacial non-marine  ~ 0.1667,,3,1
1427,Yucatan Platform,Mexico,35,1,136426.1,1,9,0,0,0,454.2,349.975,Ordovician,Mississippian,0,schist metamorphic metamorphic  ~ 1,,,1,1
1540,"Axel Heiberg Island, north",Sheet 2: Canadian Arctic,42,40,6911.6,1,11,100,100,100,440.8,427.4,Aeronian,Wenlock,0,conglomerate siliciclastic sedimentary  ~ 0.125|volcaniclastic siliciclastic sedimentary  ~ 0.625|tuff volcanic igneous  ~ 0.125|slate metasedimentary metamorphic  ~ 0.125,inferred marine  marine  ~ 1,,1,1
1484,Big Salmon Range,Sheet 3: Canadian Cordillera,40,66,21179.9,1,10,2875,2375,500,618.25,213.375,Hadrynian,Norian,0,siltstone siliciclastic sedimentary  ~ 0.3572|limestone carbonate sedimentary  ~ 0.0714|volcanic volcanic igneous  ~ 0.1429|mylonite metamorphic metamorphic  ~ 0.3572|marble metasedimentary metamorphic  ~ 0.0714,inferred marine  marine  ~ 1,,2,2
618,Humber Arm,II,22,47,5265.5,1,2,457,457,0,426.3,410,Ludlow,Siegenian,0,shale siliciclastic sedimentary  ~ 0.3125|sandstone siliciclastic sedimentary  ~ 0.3125|conglomerate siliciclastic sedimentary  ~ 0.3125|limestone carbonate sedimentary  ~ 0.0625,inferred marine  marine  ~ 1,,1,1
384,South - Central New Hampshire,NE,11,17,9494.6,1,1,6050,6050,0,443.8,417.8,Rhuddanian,Gedinnian,0,metamorphic metamorphic metamorphic  ~ 0.1667|gneiss metamorphic metamorphic  ~ 0.0515|slate metasedimentary metamorphic  ~ 0.3095|schist metamorphic metamorphic  ~ 0.1758|quartzite metasedimentary metamorphic  ~ 0.2784|granulite metamorphic metamorphic  ~ 0.0182,marine  marine  ~ 1,,5,1
28,"Western Anticline Belt (southern half), Virginia",SAP,17,24,3176.1,1,1,303,201,95,443.8,407.6,Rhuddanian,Siegenian,0,shale siliciclastic sedimentary  ~ 0.097|sandstone siliciclastic sedimentary  ~ 0.7245|conglomerate siliciclastic sedimentary  ~ 0.0476|limestone carbonate sedimentary  ~ 0.1071|chert chemical sedimentary  ~ 0.0238,marine  marine  ~ 0.1429|inferred marine  marine  ~ 0.8571,,7,2
